Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Sandip Deshpande,Psychiatrist,"MBBS, M.D. (Psychiatry)",23,Indiranagar,Bangalore,97,75,1500
Dr. V Srinivas Reddy,Psychiatrist,"MBBS, MRCP (UK)",29,Bannerghatta Road,Bangalore,97,75,1400
Dr. Naveen Jayaram,Psychiatrist,"MBBS, M.D. (Psychiatry)",15,Whitefield,Bangalore,98,887,1500
Dr. Gajanan Kulkarni,Psychiatrist,"MBBS, Diploma in Psychiatry, M.D. (Psychiatry)",15,Jayanagar,Bangalore,95,37,1000
Dr. Khushboo Dewani,Psychiatrist,"M.D. (Psychiatry), MBBS",9,Nagarbhavi,Bangalore,99,109,850
Dr. Lavanya,Psychiatrist,"MBBS, DPM (Psychiatry)",18,Vidyaranyapura,Bangalore,72,18,1500
Dr. Bhargavaraman R P,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",23,Koramangala,Bangalore,100,26,1600
Dr. Madalsa Agrawal,Psychiatrist,"DPM (Psychiatry), MBBS",11,New Thippasandra,Bangalore,99,97,1000
Dr. Sreelakshmi Sharma,Psychiatrist,"MBBS, M.D. (Psychiatry)",8,Indiranagar,Bangalore,100,18,2000
Dr. Shreedhar K B,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry, Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",21,Koramangala,Bangalore,100,24,1600
Dr. Raja Hiremani,Psychiatrist,"MBBS, M.D. (Psychiatry), Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",21,Koramangala,Bangalore,96,49,1600
Dr. Vyjayanti Bonanthaya,Psychiatrist,"MBBS, M.D. (Psychiatry)",35,Old Airport Road,Bangalore,79,33,900
Dr. Swapna B,Psychiatrist,"MBBS, M.D. (Psychiatry)",21,HSR Layout,Bangalore,86,22,1550
Dr. Divya Ganesh Nallur,Psychiatrist,"MBBS, MRCPsych, Master of Psychiatry - MPSY",23,Indiranagar,Bangalore,95,282,2000
Dr. Megha Mahajan,Psychiatrist,"MBBS, M.D. (Psychiatry)",14,Bannerghatta Road,Bangalore,87,15,850
Dr. Guru Prakash K V,Psychiatrist,"M.D. (Psychiatry), MBBS",17,Vijayanagar,Bangalore,100,150,1200
Dr. Sabina Rao,Psychiatrist,"MBBS, Diplomate of American Board of Psychiatry and Neurology",23,Sarjapur Road,Bangalore,93,55,1500
Dr. Vachana,Psychiatrist,"MBBS, M.D. (Psychiatry)",7,Kundalahalli,Bangalore,93,55,1200
Dr. Supriya Dsilva,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry",9,Sarjapur Road,Bangalore,93,55,1050
Dr. Sony Mathews Lukose,Psychiatrist,"MBBS, M.D. (Psychiatry)",13,Sahakaranagar,Bangalore,100,21,1500
Dr. Ruchi Gupta,Psychiatrist,"MBBS, Diploma in Psychiatry",22,Yelahanka,Bangalore,100,21,1500
Dr. Anitha Chandra,Psychiatrist,"MBBS, MRCPsych, CCT - Old Age Psychiatry",23,Sahakaranagar,Bangalore,100,21,1100
Dr. Vidya M K,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry",15,Yelahanka,Bangalore,100,20,1000
Dr. Vikram Arunachalam,Psychiatrist,"MBBS, DNB - Psychiatry",21,Malleswaram,Bangalore,100,20,1350
Dr. Adarsh B,Psychiatrist,"MBBS, M.D. (Psychiatry)",5,Nagasandra,Bangalore,100,20,1050
Dr. Prakruthi N,Psychiatrist,"MBBS, M.D. (Psychiatry)",12,Whitefield,Bangalore,89,18,1000
Dr. R Prabhu,Psychiatrist,"MBBS, Diploma in Clinical Psychiatry, MRCPsych, CCT- Child and Adolescent Psychiatry",27,Yelahanka,Bangalore,89,18,2000
Dr. Vishukumar H S,Psychiatrist,"MBBS, M.D. (Psychiatry)",14,Bellandur,Bangalore,89,18,1200
Dr. Vidhya Jothi.N,Psychiatrist,"MBBS, M.D. (Psychiatry)",7,Yelahanka,Bangalore,89,18,1500
Dr. Soumya P,Psychiatrist,"MBBS, DNB - Psychiatry, DPM (Psychiatry)",13,Indiranagar,Bangalore,89,18,1400
Dr. Shruti Nair,Psychiatrist,"MBBS, M.D. (Psychiatry)",5,Indiranagar,Bangalore,89,18,1000
Dr. Mathews Joseph Panicker,Psychiatrist,"MBBS, M.D. (Psychiatry)",5,Mahadevapura,Bangalore,89,18,1000
Dr. Manish Sarkar,Psychiatrist,"MBBS, DPM (Psychiatry)",21,CR Park,Delhi,95,329,2000
Dr. Sumit Kumar Gupta,Psychiatrist,"MBBS, M.D. (Psychiatry)",19,Pitampura,Delhi,98,187,1200
Dr. Paramjeet Singh,Psychiatrist,"M.D. (Psychiatry), MBBS",19,Karol Bagh,Delhi,100,75,1200
Dr. Bhagwat N Rajput,Psychiatrist,"MBBS, DNB - Psychiatry",16,Dwarka,Delhi,98,613,1500
Dr. Sheenam Goyal,Psychiatrist,"MBBS, M.D. (Psychiatry)",11,Paschim Vihar,Delhi,89,37,1500
Dr. Ankit Gupta,Psychiatrist,"MBBS, MRCPsych, M.D. (Psychiatry)",13,CR Park,Delhi,100,33,1250
Dr. Manish Jain,Psychiatrist,"MBBS, M.D. (Psychiatry)",20,Pusa Road,Delhi,98,542,1800
Dr. Deepak Verma,Psychiatrist,"MBBS, M.D. (Psychiatry)",17,Paschim Vihar,Delhi,98,294,1500
Dr. Priyanka Gautam,Psychiatrist,"M.D. (Psychiatry), MBBS",13,Saket,Delhi,100,29,1500
Dr. L C Sunda,Psychiatrist,"MBBS, DNB - Psychiatry",41,Paschim Vihar,Delhi,100,29,1800
Dr. Atmesh Kumar,Psychiatrist,"MBBS, M.D. (Psychiatry)",18,Rohini,Delhi,96,55,1200
Dr. Sagar Verma,Psychiatrist,"MBBS, M.D. (Psychiatry)",7,Pitampura,Delhi,98,40,1000
Dr. Sugandha Gupta,Psychiatrist,"MBBS, DNB - Psychiatry",18,Karol Bagh,Delhi,94,307,1200
Dr. Anuneet Sabharwal,Psychiatrist,"MBBS, M.D. (Psychiatry)",12,Vivek Vihar,Delhi,99,506,1000
Dr. Neatu Narang,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",35,Sarita Vihar,Delhi,99,506,2500
Dr. Samant Darshi,Psychiatrist,"MBBS, M.D. (Psychiatry)",11,Lajpat Nagar 4,Delhi,88,88,1500
Dr. Monica Chib,Psychiatrist,"MBBS, M.D. (Psychiatry)",46,Sarita Vihar,Delhi,88,88,2500
Dr. Bhavneet Kaur Kapoor,Psychiatrist,"M.D. (Psychiatry), MBBS",9,Lajpat Nagar 4,Delhi,88,88,1000
Dr. Kushal jain,Psychiatrist,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)",20,Lajpat Nagar,Delhi,96,239,1200
Dr. Dev Rai,Psychiatrist,"M.D. (Psychiatry), MBBS",10,Jangpura,Delhi,96,239,1200
Dr. Raj Kumar Srivastava,Psychiatrist,"DNB - Psychiatry, MBBS",28,Patparganj,Delhi,97,33,1500
Dr. Srikant Sharma,Psychiatrist,"M.D. (Psychiatry), MBBS",15,Patel Nagar East,Delhi,99,564,1500
Dr. Madhusudan Singh Solanki,Psychiatrist,"MBBS, M.D. (Psychiatry)",17,Saket,Delhi,95,39,1500
Dr. Isha Patidar,Psychiatrist,"M.D. (Psychiatry), MBBS",3,Vasant Kunj,Delhi,95,39,1200
Dr. Sandeep Govil,Psychiatrist,"MBBS, DNB - Psychiatry",23,Shalimar Bagh,Delhi,86,57,1000
Dr. Ashitabh Tiwari,Psychiatrist,"M.D. (Psychiatry), MBBS",18,Pusa Road,Delhi,86,57,1200
Dr. Anant Agarwal,Psychiatrist,"MBBS, DNB - Psychiatry",10,Old Rajendra Nagar,Delhi,86,57,1500
Dr. Harbandna Sawhney,Psychiatrist,"MBBS, M.D. (Psychiatry)",12,Tagore Garden,Delhi,86,57,800
Dr. Sasha Raikhy,Psychiatrist,"MBBS, DNB - Psychiatry",19,Safdarjung Enclave,Delhi,92,265,1500
Dr. Akshara Mishra,Psychiatrist,"DNB - Psychiatry, MBBS",11,Madhu Vihar,Delhi,92,265,900
Dr. Pallavi Rajhans,Psychiatrist,"MBBS, M.D. (Psychiatry)",5,Siri Fort Road,Delhi,92,265,1500
Dr. Zeeshan Mujawar,Psychiatrist,"MBBS, M.D. (Psychiatry)",1,Safdarjung Enclave,Delhi,92,265,1000
Dr. Prashant Goyal,Psychiatrist,"MBBS, M.D. (Psychiatry)",20,Vikas Puri,Delhi,98,243,1500
Dr. Himanshu Nirvan,Psychiatrist,"MBBS, M.D. (Psychiatry)",14,Greater Kailash Part 1,Delhi,100,61,1400
Dr. Arvind Gautam,Psychiatrist,"MBBS, DNB - Psychiatry",17,Dwarka Sector 6,Delhi,98,46,1500
Dr. Rajesh Kumar,Psychiatrist,"MBBS, M.D. (Psychiatry)",15,Karkardooma,Delhi,93,30,1000
Dr. Soumiya Mudgal,Psychiatrist,"M.D. (Psychiatry), MBBS",17,South Extension 2,Delhi,77,26,1500
Dr. Neha aggarwal,Psychiatrist,"M.D. (Psychiatry), MBBS",13,Janakpuri,Delhi,92,39,1100
Dr. Varsha Mahadik,Psychiatrist,"MBBS, DNB - Psychiatry",13,CR Park,Delhi,98,97,1000
Dr. Ratnarakshit Ingole,Psychiatrist,"M.D. (Psychiatry), MBBS",18,Saket,Delhi,89,19,1000
Dr. Neha Salhotra,Psychiatrist,"DNB - Psychiatry, MBBS",11,Rohini,Delhi,94,17,1000
Dr. Anil Yadav,Psychiatrist,"MBBS, M.D. (Psychiatry)",16,Green Park,Delhi,96,222,2000
Dr. Anjali Nagpal,Psychiatrist,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)",27,Vasant Kunj,Delhi,92,698,2400
Dr. Gourav Gupta,Psychiatrist,"MBBS, M.D. (Psychiatry)",15,Rohini Sector 8,Delhi,98,102,800
Dr. Shiraz,Psychiatrist,"MBBS, DPM (Psychiatry)",17,Okhla Industrial Estate,Delhi,95,44,1500
Dr. Animesh Sharma,Psychiatrist,"MBBS, M.D. (Psychiatry)",7,South Extension 1,Delhi,100,17,800
Dr. Desiree Saimbi,Psychiatrist,"MBBS, M.D. (Psychiatry)",11,Jhandewalan,Delhi,97,30,1200
Dr. Khushboo Kansal,Psychiatrist,"MBBS, M.D. (Psychiatry)",10,Paschim Vihar,Delhi,100,16,1000
Dr. Rajesh Mehta,Psychiatrist,"MBBS, M.D. (Psychiatry)",45,Rajouri Garden,Delhi,100,16,1200
Dr. Naazneen Ladak,Psychiatrist,"MBBS, DPM (Psychiatry)",17,Andheri West,Mumbai,91,190,2000
Dr. Sagar Mundada,Psychiatrist,"M.D. (Psychiatry), MBBS",12,Powai,Mumbai,97,293,2000
Dr. Aditi Chandrashekhar Acharya,Psychiatrist,"M.D. (Psychiatry), MBBS",16,Kurla East,Mumbai,94,86,1300
Dr. Darpan Kaur,Psychiatrist,"MBBS, DNB - Psychiatry",18,Sion East,Mumbai,98,97,1500
Dr. Chetan Lokhande,Psychiatrist,"MBBS, M.D. (Psychiatry)",13,Kurla East,Mumbai,100,27,1300
Dr. Rohann Bokdawala,Psychiatrist,"MBBS, M.D. (Psychiatry)",14,Marine Lines,Mumbai,97,405,2500
Dr. Sneha Naik Samant,Psychiatrist,"DPM (Psychiatry), MBBS",13,Borivali,Mumbai,99,78,1500
Dr. Jyoti Maheshwari,Psychiatrist,"MBBS, DPM (Psychiatry)",32,Andheri West,Mumbai,92,13,2500
Dr. Austin Fernandes,Psychiatrist,"MBBS, M.D. (Psychiatry)",10,Powai,Mumbai,92,13,1600
Dr. Anshu Kulkarni,Psychiatrist,"MD - Psychological Medicine, MBBS",25,Mahim,Mumbai,90,253,2800
Dr. Aditya Nair,Psychiatrist,"MBBS, DPM (Psychiatry)",20,Chembur East,Mumbai,93,29,1200
Dr. Akanksha Rathi Maheshwari,Psychiatrist,"MBBS, M.D. (Psychiatry)",10,Andheri West,Mumbai,93,29,2000
Dr. Nikhil Gurjar,Psychiatrist,"MBBS, M.D. (Psychiatry)",5,Mahim,Mumbai,100,24,1500
Dr. Shyam Mithiya,Psychiatrist,"MBBS, DPM (Psychiatry)",16,Ghatkopar West,Mumbai,96,1384,1750
Dr. Ankita Mishra,Psychiatrist,"MBBS, M.D. (Psychiatry)",16,Dadar,Mumbai,97,37,3000
Dr. Parul Tank,Psychiatrist,"MBBS, MD - Psychological Medicine",27,Mulund West,Mumbai,95,85,2000
Dr. Santosh Bangar,Psychiatrist,"MBBS, M.D. (Psychiatry), Diploma in Psychiatry, MRCPsych, Diploma in Clinical Psychiatry, Diploma in Clinical Psychiatry",24,Parel,Mumbai,100,116,3850
Dr. Jalpa Bhuta,Psychiatrist,"MBBS, MD - Psychological Medicine, DNB - Psychiatry, MRCPsych",24,Parel,Mumbai,81,16,2000
Dr. Ketan Parmar,Psychiatrist,"MBBS, DPM (Psychiatry), MD - Psychological Medicine",35,Borivali East,Mumbai,77,13,1200
Dr. Paresh C. Trivedi,Psychiatrist,"MBBS, DPM (Psychiatry)",31,Andheri West,Mumbai,96,906,1500
Dr. Kedar Tilwe,Psychiatrist,"DNB - Psychiatry, DPM (Psychiatry), MBBS",16,Mulund West,Mumbai,92,25,1500
Dr. Rajiv Anand,Psychiatrist,"MBBS, M.D. (Psychiatry)",47,Andheri West,Mumbai,94,268,2000
Dr. Sumedha Tiwari,Psychiatrist,"MBBS, M.D. (Psychiatry)",12,Jogeshwari West,Mumbai,96,24,1500
Dr. Prakhar Jain,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",11,Marine Lines,Mumbai,96,24,2000
Dr. Chinmay Kulkarni,Psychiatrist,"DPM (Psychiatry), MBBS",14,Powai,Mumbai,99,188,1300
Dr. Smruti Karambelkar,Psychiatrist,"MBBS, M.D. (Psychiatry)",12,Andheri West,Mumbai,99,188,1500
Dr. Adita Agrawal,Psychiatrist,"MBBS, DNB - Psychiatry",14,Jogeshwari West,Mumbai,83,24,1500
Dr. Nikunj Gokani,Psychiatrist,"M.D. (Psychiatry), MBBS",5,Chembur East,Mumbai,100,37,1500
Dr. Priyadarshani Jain,Psychiatrist,"M.D. (Psychiatry), MBBS, DPM (Psychiatry)",18,Andheri East,Mumbai,99,173,3000
Dr. Anita Sukhwani,Psychiatrist,"MBBS, DPM (Psychiatry)",32,Mahalaxmi,Mumbai,94,199,3000
Dr. Nimisha Nair,Psychiatrist,"MBBS, DPM (Psychiatry)",2,Borivali West,Mumbai,94,199,1500
Dr. Parijat Roy,Psychiatrist,"M.D. (Psychiatry), MBBS",9,Dadar West,Mumbai,94,199,1500
Dr. Shefali Shah,Psychiatrist,"MBBS, M.D. (Psychiatry)",16,Malad East,Mumbai,94,199,1500
Dr. Dean Creado,Psychiatrist,"MBBS, DPM (Psychiatry), DNB - Psychiatry",19,Bandra West,Mumbai,94,199,1800
Dr. Rohit Deshmukh,Psychiatrist,"M.D. (Psychiatry), MBBS, DNB - Psychiatry",6,Malad,Mumbai,100,11,1500
Dr. Vinita Pawar,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",5,Borivali West,Mumbai,100,11,1500
Dr. Sudheendra Huddar,Psychiatrist,"MBBS, M.D. (Psychiatry), DM - Addiction Psychiatry",5,Bandra West,Mumbai,100,11,1200
Dr. L N Raju,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",23,Malleswaram,Bangalore,91,11,750
Dr. Udaybhaskar M,Urologist,"MBBS, MS - General Surgery, MCh - Urology",18,Jayanagar 9 Block,Bangalore,77,47,750
Dr. Sriharsha Ajjur,Urologist,"MS - General Surgery, MCh - Urology, MBBS",19,BTM Layout,Bangalore,96,281,800
Dr. Nagasubramanyam S,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",39,Jayanagar 9 Block,Bangalore,96,215,750
Dr. Anand Arumugam,Urologist,"MBBS, MS - General Surgery, MCh - Urology",19,Whitefield,Bangalore,94,805,850
Dr. Venkatesh Krishnamoorthy,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, FRCS - General Surgery",38,Padmanabhanagar,Bangalore,98,318,750
Dr. Kumar Prabhu,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",26,Padmanabhanagar,Bangalore,89,85,750
Dr. Premkumar K,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",18,Rajajinagar,Bangalore,98,40,630
Dr. Sanjeev S Tonshal,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",21,Hebbal,Bangalore,94,53,1000
Dr. Govardhan Reddy,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MRCS (UK)",29,Hebbal,Bangalore,81,37,1000
Dr. Rajeev Bashetty,Urologist,"MBBS, MS - General Surgery, MCh - Urology",21,HSR Layout,Bangalore,95,786,900
Dr. Girish H,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",22,Bannerghatta Road,Bangalore,100,11,850
Dr. Pramod B R,Urologist,"MBBS, MS - General Surgery, MRCS (UK), MCh - Urology/Genito-Urinary Surgery",22,Jayanagar,Bangalore,89,35,1000
Dr. Dilip Dhanpal,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",46,Koramangala 5 Block,Bangalore,63,27,600
Dr. Vinod Kumar P,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",14,Padmanabhanagar,Bangalore,98,100,750
Dr. Deepak Bolbandi,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",30,Bannerghatta Road,Bangalore,66,41,850
Dr. Ajay Shetty,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",19,Hebbal,Bangalore,91,151,1090
Dr. Prathik R,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",10,Seshadripuram,Bangalore,98,56,700
Dr. Vikram G.D.,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",16,Hebbal,Bangalore,96,45,800
Dr. Vinay Patil,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",26,Hebbal,Bangalore,96,45,1000
Dr. Deepak Dubey,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology, FRCS - Urology",34,Old Airport Road,Bangalore,87,55,1100
Dr. Ajay S Shetty,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",24,Yeshwanthpur,Bangalore,87,55,950
Dr. Prabhudev Salanki,Urologist,"MBBS, MS - General Surgery, FRCS - Urology, DNB - Urology/Genito - Urinary Surgery",34,Seshadripuram,Bangalore,80,25,740
Dr. Chethan J V,Urologist,"MBBS, MS - General Surgery, MCh - Urology",16,Whitefield,Bangalore,80,25,850
Dr. Shakir Tabrez,Urologist,"MBBS, MS - General Surgery, MCh - Urology",21,Cunningham Road,Bangalore,96,27,700
Dr. Krishna Prasad T,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS",11,Rajajinagar,Bangalore,88,75,750
Dr. Pramod K,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",14,Rajajinagar,Bangalore,97,65,1000
Dr. I R Ravish,Urologist,"MBBS, MS - General Surgery, MCh - Urology",27,JP Nagar,Bangalore,85,62,1000
Dr. Harsha R,Urologist,"MBBS, MS - General Surgery, MCh - Urology",10,Sarjapur Road,Bangalore,85,62,800
Dr. Narendra,Urologist,"MBBS, MCh - Urology/Genito-Urinary Surgery, MS - General Surgery",25,Kengeri,Bangalore,75,16,700
Dr. Nithyananda H A,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",13,Kalyan Nagar,Bangalore,75,16,850
Dr. Shivashankar,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, FICS",36,Old Airport Road,Bangalore,68,41,1100
Dr. Giriraja Velayutham,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",20,Yeshwanthpur,Bangalore,100,38,600
Dr. Nagarjuna Reddy,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",9,Padmanabhanagar,Bangalore,100,38,750
Dr. Vishal Ratkal,Urologist,"MCh - Urology, MS - General Surgery, MBBS",18,Rajarajeshwarinagar,Bangalore,98,51,850
Dr. Chandrashekar,Urologist,"MBBS, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MRCS (UK)",23,Nagasandra,Bangalore,100,11,750
Dr. Saurabh Vashistha,Urologist,"MBBS, DNB - General Surgery, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology",11,Old Airport Road,Bangalore,31,16,1100
Dr. Mohan Balaiah Aswathaiya,Urologist,"DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MBBS",16,Cunningham Road,Bangalore,31,16,700
Dr. Avinash T S,Urologist,"MBBS, DNB - General Surgery, MCh - Urology",22,Yeshwanthpur,Bangalore,98,94,850
Dr. Dilip Jawali,Urologist,"MBBS, MCh - Urology, MS - General Surgery",43,Seshadripuram,Bangalore,98,94,740
Dr. Akhbar Salim,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",9,Whitefield,Bangalore,98,94,900
Dr. T. Manohar,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",33,Seshadripuram,Bangalore,50,20,1000
Dr. Ravi Chandran K,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",12,Bannerghatta Road,Bangalore,50,20,1000
Dr. Santosh Bethur S,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",10,Seshadripuram,Bangalore,50,20,740
Dr. Prashanth G,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",18,Seshadripuram,Bangalore,50,20,740
Dr. Nagareddy,Urologist,"MBBS, MS - General Surgery, MCh - Urology",10,Richmond Town,Bangalore,50,20,750
Dr. Manohar Badrappa,Urologist,"MCh - Urology, DHMS (Diploma in Homeopathic Medicine and Surgery), MS - General Surgery",21,Sarjapur Road,Bangalore,50,20,850
Dr. Kunal K Mehra,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13,Kundalahalli,Bangalore,50,20,850
Dr. G.R.Manjunath,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13,Nagasandra,Bangalore,50,20,750
Dr. Mohammed Shahid Ali,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",12,Millers Road,Bangalore,50,20,700
Dr. Santhosh Srinivasan,Urologist,"DNB - General Surgery, MBBS, DNB - Urology/Genito - Urinary Surgery",6,Malleswaram,Bangalore,50,20,810
Dr. Vishruth K Raj,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13,Banashankari 3rd Stage,Bangalore,50,20,700
Dr. Venkateshwara Rao K,Urologist,"MCh - Urology, MBBS, MS - General Surgery",21,Kalyan Nagar,Bangalore,94,191,850
Dr. Maneesh Sinha,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology",30,Padmanabhanagar,Bangalore,93,135,750
Dr. Mahesh Babu,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",14,Banashankari,Bangalore,100,18,800
Dr. Srinivas B V,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",21,Rajajinagar,Bangalore,100,18,600
Dr. Gokula Krishnan P J,Urologist,"MBBS, MS - General Surgery, MCh - Urology",19,Kalyan Nagar,Bangalore,82,39,850
Dr. Girish Nelivigi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",30,Bellandur,Bangalore,88,85,650
Dr. Praveen Joshi,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",24,Old Airport Road,Bangalore,90,123,850
Dr. Prashanth Hungund,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",27,Yeshwanthpur,Bangalore,90,123,600
Dr. Nagabhushan,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",23,Banashankari,Bangalore,90,123,800
Dr. Azeem,Urologist,"MBBS, MS - General Surgery, MCh - Urology",27,Indiranagar,Bangalore,90,123,600
Dr. Prasanna Venkatesh M. K,Urologist,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",20,Rajajinagar,Bangalore,96,307,800
Dr. Devaraj Urs H,Urologist,"MBBS, MS - General Surgery, MCh - Urology",18,Yeshwanthpur,Bangalore,96,307,600
Dr. Somanna M,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",37,Old Airport Road,Bangalore,91,43,1100
Dr. Mahendra Jain,Urologist,"MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MBBS",34,Bannerghatta Road,Bangalore,80,45,650
Dr. Mohan Keshavamurthy,Urologist,"MBBS, MCh - Urology, MS - General Surgery",30,Bannerghatta Road,Bangalore,73,40,1500
Dr. V MohanKumar,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",18,Hebbal,Bangalore,73,40,800
Dr. Raju R,Urologist,"MBBS, MS - General Surgery, MCh - Urology",14,Jayanagar 9 Block,Bangalore,73,40,750
Dr. Madhusudhan H.R.,Urologist,"MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS",27,Jayanagar,Bangalore,68,37,700
